VendorNumber,VendorName,Brand,Description,TotalPurchaseQuantity,TotalPurchaseDollars,PurchasePrice,ActualPrice,Volume,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio
10754,PERFECTA WINES,23753,Ch Grand Puy-Lacoste 12 Paul,1.0,49.66,49.66,74.99,750,1.0,74.99,74.99,0.11,28720.52,25.33,33.77784,1.0,1.51007
10754,PERFECTA WINES,23753,Ch Grand Puy-Lacoste 12 Paul,1.0,49.66,49.66,74.99,750,3.0,224.97,149.98,0.33,28720.52,175.31,77.92595,3.0,4.53021
10754,PERFECTA WINES,23753,Ch Grand Puy-Lacoste 12 Paul,1.0,49.66,49.66,74.99,750,2.0,149.98,149.98,0.22,28720.52,100.32,66.88892,2.0,3.02014
10754,PERFECTA WINES,23753,Ch Grand Puy-Lacoste 12 Paul,1.0,49.66,49.66,74.99,750,1.0,74.99,74.99,0.11,28720.52,25.33,33.77784,1.0,1.51007
12546,JIM BEAM BRANDS COMPANY,3618,Pinnacle Mimosa Vodka,25.0,182.25,7.29,10.99,750,32.0,319.68,239.76,25.24,123880.97,137.43,42.98986,1.28,1.75407
12546,JIM BEAM BRANDS COMPANY,3618,Pinnacle Mimosa Vodka,25.0,182.25,7.29,10.99,750,50.0,499.5,349.65,39.41,123880.97,317.25,63.51351,2.0,2.74074
12546,JIM BEAM BRANDS COMPANY,3618,Pinnacle Mimosa Vodka,25.0,182.25,7.29,10.99,750,47.0,469.53,319.68,37.06,123880.97,287.28,61.18459,1.88,2.5763
12546,JIM BEAM BRANDS COMPANY,3618,Pinnacle Mimosa Vodka,25.0,182.25,7.29,10.99,750,27.0,269.73,239.76,21.31,123880.97,87.48,32.43243,1.08,1.48
12546,JIM BEAM BRANDS COMPANY,3618,Pinnacle Mimosa Vodka,25.0,182.25,7.29,10.99,750,47.0,469.53,319.68,37.04,123880.97,287.28,61.18459,1.88,2.5763
12546,JIM BEAM BRANDS COMPANY,3618,Pinnacle Mimosa Vodka,25.0,182.25,7.29,10.99,750,65.0,649.35,409.59,51.24,123880.97,467.1,71.93347,2.6,3.56296
2000,SOUTHERN WINE & SPIRITS NE,26666,C K Mondavi Merlot,24.0,95.28,3.97,5.99,750,13.0,103.87,15.98,1.46,19016.59,8.59,8.26995,0.54167,1.09016
2000,SOUTHERN WINE & SPIRITS NE,26666,C K Mondavi Merlot,24.0,95.28,3.97,5.99,750,13.0,103.87,15.98,1.46,19016.59,8.59,8.26995,0.54167,1.09016
3664,WILLIAM GRANT & SONS INC,4757,Flor De Cana 4 Yr Old Wh Rum,15.0,157.8,10.52,13.99,1000,12.0,167.88,13.99,12.6,30234.42,10.08,6.00429,0.8,1.06388
3664,WILLIAM GRANT & SONS INC,4757,Flor De Cana 4 Yr Old Wh Rum,15.0,157.8,10.52,13.99,1000,12.0,167.88,13.99,12.6,30234.42,10.08,6.00429,0.8,1.06388
3951,HIGHLAND WINE MERCHANTS LLC,26750,Baron de Seillac Brut Rose,24.0,215.04,8.96,12.99,750,24.0,311.76,25.98,2.7,29.43,96.72,31.02386,1.0,1.44978
4425,MARTIGNETTI COMPANIES,1997,Charles Goodnight Bourbon,13.0,402.09,30.93,42.99,750,10.0,426.9,383.91,7.89,144929.24,24.81,5.81167,0.76923,1.0617
4425,MARTIGNETTI COMPANIES,1997,Charles Goodnight Bourbon,13.0,402.09,30.93,42.99,750,10.0,426.9,383.91,7.89,144929.24,24.81,5.81167,0.76923,1.0617
4425,MARTIGNETTI COMPANIES,23468,Il Poggione di Montalcino,1.0,116.99,116.99,178.99,1500,1.0,178.99,178.99,0.22,144929.24,62.0,34.63881,1.0,1.52996
4425,MARTIGNETTI COMPANIES,23468,Il Poggione di Montalcino,1.0,116.99,116.99,178.99,1500,1.0,178.99,178.99,0.22,144929.24,62.0,34.63881,1.0,1.52996
4425,MARTIGNETTI COMPANIES,23468,Il Poggione di Montalcino,1.0,116.99,116.99,178.99,1500,1.0,178.99,178.99,0.22,144929.24,62.0,34.63881,1.0,1.52996
4425,MARTIGNETTI COMPANIES,23468,Il Poggione di Montalcino,1.0,116.99,116.99,178.99,1500,1.0,178.99,178.99,0.22,144929.24,62.0,34.63881,1.0,1.52996
4425,MARTIGNETTI COMPANIES,23468,Il Poggione di Montalcino,1.0,116.99,116.99,178.99,1500,1.0,178.99,178.99,0.22,144929.24,62.0,34.63881,1.0,1.52996
4425,MARTIGNETTI COMPANIES,23468,Il Poggione di Montalcino,1.0,116.99,116.99,178.99,1500,1.0,178.99,178.99,0.22,144929.24,62.0,34.63881,1.0,1.52996
4425,MARTIGNETTI COMPANIES,23468,Il Poggione di Montalcino,1.0,116.99,116.99,178.99,1500,1.0,178.99,178.99,0.22,144929.24,62.0,34.63881,1.0,1.52996
4425,MARTIGNETTI COMPANIES,23468,Il Poggione di Montalcino,1.0,116.99,116.99,178.99,1500,1.0,178.99,178.99,0.22,144929.24,62.0,34.63881,1.0,1.52996
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,1.0,26.14,26.14,39.99,750,2.0,79.98,79.98,0.22,9139.38,53.84,67.31683,2.0,3.05968
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,1.0,26.14,26.14,39.99,750,4.0,159.96,119.97,0.44,9139.38,133.82,83.65841,4.0,6.11936
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,1.0,26.14,26.14,39.99,750,3.0,119.97,119.97,0.33,9139.38,93.83,78.21122,3.0,4.58952
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,1.0,26.14,26.14,39.99,750,1.0,39.99,39.99,0.11,9139.38,13.85,34.63366,1.0,1.52984
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,1.0,26.14,26.14,39.99,750,5.0,199.95,119.97,0.55,9139.38,173.81,86.92673,5.0,7.6492
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,1.0,26.14,26.14,39.99,750,7.0,279.93,159.96,0.77,9139.38,253.79,90.66195,7.0,10.70888
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,1.0,26.14,26.14,39.99,750,4.0,159.96,119.97,0.44,9139.38,133.82,83.65841,4.0,6.11936
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,1.0,26.14,26.14,39.99,750,1.0,39.99,39.99,0.11,9139.38,13.85,34.63366,1.0,1.52984
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,1.0,26.14,26.14,39.99,750,1.0,39.99,39.99,0.11,9139.38,13.85,34.63366,1.0,1.52984
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,1.0,26.14,26.14,39.99,750,2.0,79.98,79.98,0.22,9139.38,53.84,67.31683,2.0,3.05968
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,1.0,26.14,26.14,39.99,750,4.0,159.96,119.97,0.44,9139.38,133.82,83.65841,4.0,6.11936
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,1.0,26.14,26.14,39.99,750,3.0,119.97,119.97,0.33,9139.38,93.83,78.21122,3.0,4.58952
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,1.0,26.14,26.14,39.99,750,1.0,39.99,39.99,0.11,9139.38,13.85,34.63366,1.0,1.52984
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,1.0,26.14,26.14,39.99,750,7.0,279.93,159.96,0.77,9139.38,253.79,90.66195,7.0,10.70888
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,1.0,26.14,26.14,39.99,750,5.0,199.95,119.97,0.55,9139.38,173.81,86.92673,5.0,7.6492
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,1.0,26.14,26.14,39.99,750,4.0,159.96,119.97,0.44,9139.38,133.82,83.65841,4.0,6.11936
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,1.0,26.14,26.14,39.99,750,1.0,39.99,39.99,0.11,9139.38,13.85,34.63366,1.0,1.52984
4692,KOBRAND CORPORATION,25078,Jadot Savigny Bl Clos de Gue,1.0,26.14,26.14,39.99,750,1.0,39.99,39.99,0.11,9139.38,13.85,34.63366,1.0,1.52984
6785,PALM BAY INTERNATIONAL INC,19435,Jean Luc Colombo Ruchets 07,1.0,55.17,55.17,79.99,750,1.0,79.99,79.99,0.11,13605.41,24.82,31.02888,1.0,1.44988
6785,PALM BAY INTERNATIONAL INC,19435,Jean Luc Colombo Ruchets 07,1.0,55.17,55.17,79.99,750,1.0,79.99,79.99,0.11,13605.41,24.82,31.02888,1.0,1.44988
6785,PALM BAY INTERNATIONAL INC,19435,Jean Luc Colombo Ruchets 07,1.0,55.17,55.17,79.99,750,1.0,79.99,79.99,0.11,13605.41,24.82,31.02888,1.0,1.44988
6785,PALM BAY INTERNATIONAL INC,19435,Jean Luc Colombo Ruchets 07,1.0,55.17,55.17,79.99,750,1.0,79.99,79.99,0.11,13605.41,24.82,31.02888,1.0,1.44988
9815,WINE GROUP INC,14708,Conservancy Concannon Chard,9.0,76.41,8.49,12.99,750,6.0,77.94,12.99,0.68,27100.41,1.53,1.96305,0.66667,1.02002
9815,WINE GROUP INC,14708,Conservancy Concannon Chard,9.0,76.41,8.49,12.99,750,6.0,77.94,12.99,0.68,27100.41,1.53,1.96305,0.66667,1.02002
10000,MAJESTIC FINE WINES,25500,KJ Est Chard Santa Maria Vly,6.0,111.24,18.54,27.99,750,6.0,167.94,27.99,0.68,17587.59,56.7,33.76206,1.0,1.50971
10000,MAJESTIC FINE WINES,25500,KJ Est Chard Santa Maria Vly,6.0,111.24,18.54,27.99,750,6.0,167.94,27.99,0.68,17587.59,56.7,33.76206,1.0,1.50971
1392,CONSTELLATION BRANDS INC,4525,Paul Masson Peach Brandy,131.0,805.65,6.15,7.99,750,120.0,958.8,7.99,94.5,79528.99,153.15,15.97309,0.91603,1.19009
1392,CONSTELLATION BRANDS INC,4525,Paul Masson Peach Brandy,131.0,805.65,6.15,7.99,750,120.0,958.8,7.99,94.5,79528.99,153.15,15.97309,0.91603,1.19009
1587,VINEYARD BRANDS INC,19785,Warre's Vintage Port 2011,6.0,155.82,25.97,39.99,375,7.0,279.93,79.98,0.4,6070.09,124.11,44.33608,1.16667,1.7965
1587,VINEYARD BRANDS INC,19785,Warre's Vintage Port 2011,6.0,155.82,25.97,39.99,375,7.0,279.93,79.98,0.4,6070.09,124.11,44.33608,1.16667,1.7965
2000,SOUTHERN WINE & SPIRITS NE,17601,Ch Palmer Margaux 09 Medoc,12.0,2813.76,234.48,359.99,750,12.0,4079.88,339.99,1.35,19016.59,1266.12,31.03327,1.0,1.44997
2000,SOUTHERN WINE & SPIRITS NE,17601,Ch Palmer Margaux 09 Medoc,12.0,2813.76,234.48,359.99,750,9.0,3059.91,679.98,1.01,19016.59,246.15,8.04435,0.75,1.08748
2000,SOUTHERN WINE & SPIRITS NE,17601,Ch Palmer Margaux 09 Medoc,12.0,2813.76,234.48,359.99,750,12.0,4079.88,339.99,1.35,19016.59,1266.12,31.03327,1.0,1.44997
2000,SOUTHERN WINE & SPIRITS NE,17601,Ch Palmer Margaux 09 Medoc,12.0,2813.76,234.48,359.99,750,9.0,3059.91,679.98,1.01,19016.59,246.15,8.04435,0.75,1.08748
2561,EDRINGTON AMERICAS,2118,The Glenturret 27 Yr Old,1.0,151.51,151.51,199.99,750,2.0,399.98,199.99,1.57,9654.5,248.47,62.12061,2.0,2.63996
2561,EDRINGTON AMERICAS,2118,The Glenturret 27 Yr Old,1.0,151.51,151.51,199.99,750,2.0,399.98,399.98,1.58,9654.5,248.47,62.12061,2.0,2.63996
2561,EDRINGTON AMERICAS,2118,The Glenturret 27 Yr Old,1.0,151.51,151.51,199.99,750,2.0,399.98,399.98,1.58,9654.5,248.47,62.12061,2.0,2.63996
2561,EDRINGTON AMERICAS,2118,The Glenturret 27 Yr Old,1.0,151.51,151.51,199.99,750,1.0,199.99,199.99,0.79,9654.5,48.48,24.24121,1.0,1.31998
2561,EDRINGTON AMERICAS,2118,The Glenturret 27 Yr Old,1.0,151.51,151.51,199.99,750,3.0,599.97,399.98,2.36,9654.5,448.46,74.74707,3.0,3.95994
2561,EDRINGTON AMERICAS,2118,The Glenturret 27 Yr Old,1.0,151.51,151.51,199.99,750,6.0,1199.94,999.95,4.73,9654.5,1048.43,87.37354,6.0,7.91987
2561,EDRINGTON AMERICAS,2118,The Glenturret 27 Yr Old,1.0,151.51,151.51,199.99,750,5.0,999.95,599.97,3.94,9654.5,848.44,84.84824,5.0,6.59989
2561,EDRINGTON AMERICAS,2118,The Glenturret 27 Yr Old,1.0,151.51,151.51,199.99,750,2.0,399.98,199.99,1.57,9654.5,248.47,62.12061,2.0,2.63996
2561,EDRINGTON AMERICAS,2118,The Glenturret 27 Yr Old,1.0,151.51,151.51,199.99,750,2.0,399.98,399.98,1.58,9654.5,248.47,62.12061,2.0,2.63996
2561,EDRINGTON AMERICAS,2118,The Glenturret 27 Yr Old,1.0,151.51,151.51,199.99,750,2.0,399.98,399.98,1.58,9654.5,248.47,62.12061,2.0,2.63996
2561,EDRINGTON AMERICAS,2118,The Glenturret 27 Yr Old,1.0,151.51,151.51,199.99,750,1.0,199.99,199.99,0.79,9654.5,48.48,24.24121,1.0,1.31998
2561,EDRINGTON AMERICAS,2118,The Glenturret 27 Yr Old,1.0,151.51,151.51,199.99,750,3.0,599.97,399.98,2.36,9654.5,448.46,74.74707,3.0,3.95994
2561,EDRINGTON AMERICAS,2118,The Glenturret 27 Yr Old,1.0,151.51,151.51,199.99,750,1.0,199.99,199.99,0.79,9654.5,48.48,24.24121,1.0,1.31998
2561,EDRINGTON AMERICAS,2118,The Glenturret 27 Yr Old,1.0,151.51,151.51,199.99,750,6.0,1199.94,999.95,4.73,9654.5,1048.43,87.37354,6.0,7.91987
2561,EDRINGTON AMERICAS,2118,The Glenturret 27 Yr Old,1.0,151.51,151.51,199.99,750,4.0,799.96,399.98,3.15,9654.5,648.45,81.0603,4.0,5.27992
3252,E & J GALLO WINERY,22361,Ecco Domani Prosecco,48.0,155.52,3.24,10.99,750,36.0,179.64,4.99,4.05,61966.91,24.12,13.42685,0.75,1.15509
3252,E & J GALLO WINERY,22361,Ecco Domani Prosecco,48.0,155.52,3.24,10.99,750,162.0,808.38,279.44,18.11,61966.91,652.86,80.76152,3.375,5.19792
3252,E & J GALLO WINERY,22361,Ecco Domani Prosecco,48.0,155.52,3.24,10.99,750,36.0,179.64,4.99,4.05,61966.91,24.12,13.42685,0.75,1.15509
3252,E & J GALLO WINERY,22361,Ecco Domani Prosecco,48.0,155.52,3.24,10.99,750,162.0,808.38,279.44,18.11,61966.91,652.86,80.76152,3.375,5.19792
4425,MARTIGNETTI COMPANIES,40566,Pascual Toso Cab Svgn Argn,2.0,14.46,7.23,12.99,750,6.0,62.94,52.45,0.66,144929.24,48.48,77.02574,3.0,4.3527
4425,MARTIGNETTI COMPANIES,40566,Pascual Toso Cab Svgn Argn,2.0,14.46,7.23,12.99,750,21.0,220.29,146.86,2.34,144929.24,205.83,93.43593,10.5,15.23444
4425,MARTIGNETTI COMPANIES,40566,Pascual Toso Cab Svgn Argn,2.0,14.46,7.23,12.99,750,9.0,94.41,62.94,1.0,144929.24,79.95,84.68383,4.5,6.52905
4425,MARTIGNETTI COMPANIES,40566,Pascual Toso Cab Svgn Argn,2.0,14.46,7.23,12.99,750,18.0,188.82,136.37,2.0,144929.24,174.36,92.34191,9.0,13.05809
4692,KOBRAND CORPORATION,14105,Cakebread Dancing Bear Cab S,15.0,1127.4,75.16,114.99,750,22.0,2529.78,574.95,2.48,9139.38,1402.38,55.43486,1.46667,2.24391
4692,KOBRAND CORPORATION,14105,Cakebread Dancing Bear Cab S,15.0,1127.4,75.16,114.99,750,23.0,2644.77,689.94,2.59,9139.38,1517.37,57.37247,1.53333,2.3459
7153,PINE STATE TRADING CO,24913,Smith & Sons Cab Svgn,6.0,94.5,15.75,22.99,750,6.0,137.94,22.99,0.68,15884.82,43.44,31.49195,1.0,1.45968
7153,PINE STATE TRADING CO,24913,Smith & Sons Cab Svgn,6.0,94.5,15.75,22.99,750,6.0,137.94,22.99,0.68,15884.82,43.44,31.49195,1.0,1.45968
7749,R.P.IMPORTS INC,17322,Cortijo Rosado Rioja,8.0,73.6,9.2,13.99,750,9.0,125.91,27.98,1.01,91.5,52.31,41.54555,1.125,1.71073
7749,R.P.IMPORTS INC,17322,Cortijo Rosado Rioja,8.0,73.6,9.2,13.99,750,9.0,125.91,27.98,1.01,91.5,52.31,41.54555,1.125,1.71073
8892,TRINCHERO FAMILY ESTATES,22898,Dona Paula Est Red Blend,44.0,354.2,8.05,11.99,750,46.0,551.54,131.89,5.16,11595.97,197.34,35.77982,1.04545,1.55714
8892,TRINCHERO FAMILY ESTATES,22898,Dona Paula Est Red Blend,44.0,354.2,8.05,11.99,750,46.0,551.54,131.89,5.16,11595.97,197.34,35.77982,1.04545,1.55714
9165,ULTRA BEVERAGE COMPANY LLP,4748,Patron XO Cafe Incendio,37.0,616.42,16.66,23.99,750,36.0,755.64,608.71,28.4,68054.7,139.22,18.42412,0.97297,1.22585
9165,ULTRA BEVERAGE COMPANY LLP,4748,Patron XO Cafe Incendio,37.0,616.42,16.66,23.99,750,50.0,1049.5,671.68,39.43,68054.7,433.08,41.26536,1.35135,1.70257
9165,ULTRA BEVERAGE COMPANY LLP,4748,Patron XO Cafe Incendio,37.0,616.42,16.66,23.99,750,63.0,1322.37,1028.51,49.67,68054.7,705.95,53.38521,1.7027,2.14524
9165,ULTRA BEVERAGE COMPANY LLP,4748,Patron XO Cafe Incendio,37.0,616.42,16.66,23.99,750,51.0,1070.49,755.64,40.22,68054.7,454.07,42.41702,1.37838,1.73662
9165,ULTRA BEVERAGE COMPANY LLP,4748,Patron XO Cafe Incendio,37.0,616.42,16.66,23.99,750,44.0,923.56,629.7,34.71,68054.7,307.14,33.2561,1.18919,1.49826
9165,ULTRA BEVERAGE COMPANY LLP,4748,Patron XO Cafe Incendio,37.0,616.42,16.66,23.99,750,60.0,1259.4,1049.5,47.31,68054.7,642.98,51.05447,1.62162,2.04309
9165,ULTRA BEVERAGE COMPANY LLP,20132,Jos Phelps Insignia 2010 Red,17.0,1440.92,84.76,179.99,750,54.0,6911.46,1919.85,6.06,68054.7,5470.54,79.15173,3.17647,4.79656
9552,M S WALKER INC,18786,Avante Tinto Fino Ribera Del,47.0,603.01,12.83,18.99,750,34.0,645.66,56.97,3.82,55551.82,42.65,6.60564,0.7234,1.07073
9552,M S WALKER INC,20744,Banshee Chard,14.0,119.7,8.55,19.99,750,10.0,199.9,119.94,1.11,55551.82,80.2,40.12006,0.71429,1.67001
9552,M S WALKER INC,20744,Banshee Chard,14.0,119.7,8.55,19.99,750,11.0,219.89,179.91,1.21,55551.82,100.19,45.56369,0.78571,1.83701
9552,M S WALKER INC,20744,Banshee Chard,14.0,119.7,8.55,19.99,750,10.0,150.9,97.93,1.11,55551.82,31.2,20.67594,0.71429,1.26065
9552,M S WALKER INC,20744,Banshee Chard,14.0,119.7,8.55,19.99,750,7.0,139.93,79.96,0.78,55551.82,20.23,14.45723,0.5,1.16901
9552,M S WALKER INC,20744,Banshee Chard,14.0,119.7,8.55,19.99,750,10.0,199.9,159.92,1.1,55551.82,80.2,40.12006,0.71429,1.67001
9552,M S WALKER INC,20744,Banshee Chard,14.0,119.7,8.55,19.99,750,10.0,150.9,97.93,1.11,55551.82,31.2,20.67594,0.71429,1.26065
10754,PERFECTA WINES,36065,Ch Montrose 10,12.0,2093.76,174.48,349.99,750,11.0,2782.89,252.99,1.24,28720.52,689.13,24.76311,0.91667,1.32914
10754,PERFECTA WINES,36065,Ch Montrose 10,12.0,2093.76,174.48,349.99,750,11.0,2782.89,252.99,1.24,28720.52,689.13,24.76311,0.91667,1.32914
90024,VINILANDIA USA,14883,Little Yering Pnt Nr Yarra V,48.0,486.24,10.13,14.99,750,48.0,719.52,14.99,5.4,2802.64,233.28,32.42161,1.0,1.47976
90024,VINILANDIA USA,14883,Little Yering Pnt Nr Yarra V,48.0,486.24,10.13,14.99,750,48.0,719.52,14.99,5.4,2802.64,233.28,32.42161,1.0,1.47976
90047,CRUSH WINES,26324,Elizabeth Rose Pnt Nr,12.0,156.84,13.07,19.99,750,12.0,239.88,19.99,1.35,1457.73,83.04,34.61731,1.0,1.52946
90047,CRUSH WINES,26324,Elizabeth Rose Pnt Nr,12.0,156.84,13.07,19.99,750,12.0,239.88,19.99,1.35,1457.73,83.04,34.61731,1.0,1.52946
1392,CONSTELLATION BRANDS INC,3138,Svedka 100 Vodka,68.0,631.72,9.29,13.99,750,55.0,659.45,467.61,43.34,79528.99,27.73,4.20502,0.80882,1.0439
1392,CONSTELLATION BRANDS INC,3138,Svedka 100 Vodka,68.0,631.72,9.29,13.99,750,97.0,1163.03,467.61,76.39,79528.99,531.31,45.68326,1.42647,1.84105
1392,CONSTELLATION BRANDS INC,3138,Svedka 100 Vodka,68.0,631.72,9.29,13.99,750,102.0,1222.98,899.25,80.37,79528.99,591.26,48.34584,1.5,1.93595
1392,CONSTELLATION BRANDS INC,3138,Svedka 100 Vodka,68.0,631.72,9.29,13.99,750,70.0,839.3,575.52,55.13,79528.99,207.58,24.73252,1.02941,1.32859
1392,CONSTELLATION BRANDS INC,3138,Svedka 100 Vodka,68.0,631.72,9.29,13.99,750,95.0,1139.05,455.62,74.83,79528.99,507.33,44.53975,1.39706,1.80309
1392,CONSTELLATION BRANDS INC,3138,Svedka 100 Vodka,68.0,631.72,9.29,13.99,750,102.0,1222.98,935.22,80.39,79528.99,591.26,48.34584,1.5,1.93595
3252,E & J GALLO WINERY,24997,W Hill Merlot Napa,27.0,443.61,16.43,23.99,750,30.0,869.7,202.93,3.36,61966.91,426.09,48.99276,1.11111,1.96051
3252,E & J GALLO WINERY,24997,W Hill Merlot Napa,27.0,443.61,16.43,23.99,750,21.0,608.79,86.97,2.36,61966.91,165.18,27.13251,0.77778,1.37235
3252,E & J GALLO WINERY,24997,W Hill Merlot Napa,27.0,443.61,16.43,23.99,750,16.0,463.84,144.95,1.79,61966.91,20.23,4.36142,0.59259,1.0456
4425,MARTIGNETTI COMPANIES,8282,Berentzen Bushel & Barrel,84.0,59.64,0.71,0.99,50,61.0,60.39,26.73,3.16,144929.24,0.75,1.24193,0.72619,1.01258
4425,MARTIGNETTI COMPANIES,8282,Berentzen Bushel & Barrel,84.0,59.64,0.71,0.99,50,87.0,86.13,9.9,4.54,144929.24,26.49,30.75583,1.03571,1.44416
4425,MARTIGNETTI COMPANIES,8282,Berentzen Bushel & Barrel,84.0,59.64,0.71,0.99,50,63.0,62.37,27.72,3.26,144929.24,2.73,4.3771,0.75,1.04577
4425,MARTIGNETTI COMPANIES,8282,Berentzen Bushel & Barrel,84.0,59.64,0.71,0.99,50,85.0,84.15,8.91,4.44,144929.24,24.51,29.12656,1.0119,1.41097
4425,MARTIGNETTI COMPANIES,19247,Schug Sonoma Cnty Chard,48.0,557.28,11.61,17.99,750,41.0,737.59,71.96,4.61,144929.24,180.31,24.44583,0.85417,1.32355
4425,MARTIGNETTI COMPANIES,19247,Schug Sonoma Cnty Chard,48.0,557.28,11.61,17.99,750,51.0,917.49,71.96,5.74,144929.24,360.21,39.26037,1.0625,1.64637
4425,MARTIGNETTI COMPANIES,24531,Joseph Drouhin Cote de Beaun,3.0,51.3,17.1,25.99,750,2.0,51.98,51.98,0.22,144929.24,0.68,1.3082,0.66667,1.01326
4425,MARTIGNETTI COMPANIES,24531,Joseph Drouhin Cote de Beaun,3.0,51.3,17.1,25.99,750,2.0,51.98,25.99,0.22,144929.24,0.68,1.3082,0.66667,1.01326
4425,MARTIGNETTI COMPANIES,24531,Joseph Drouhin Cote de Beaun,3.0,51.3,17.1,25.99,750,17.0,441.83,259.9,1.89,144929.24,390.53,88.3892,5.66667,8.61267
4425,MARTIGNETTI COMPANIES,24531,Joseph Drouhin Cote de Beaun,3.0,51.3,17.1,25.99,750,10.0,259.9,181.93,1.1,144929.24,208.6,80.26164,3.33333,5.06628
4425,MARTIGNETTI COMPANIES,24531,Joseph Drouhin Cote de Beaun,3.0,51.3,17.1,25.99,750,8.0,207.92,155.94,0.88,144929.24,156.62,75.32705,2.66667,4.05302
4425,MARTIGNETTI COMPANIES,24531,Joseph Drouhin Cote de Beaun,3.0,51.3,17.1,25.99,750,12.0,311.88,233.91,1.32,144929.24,260.58,83.55137,4.0,6.07953
4425,MARTIGNETTI COMPANIES,24531,Joseph Drouhin Cote de Beaun,3.0,51.3,17.1,25.99,750,6.0,155.94,77.97,0.66,144929.24,104.64,67.10273,2.0,3.03977
4425,MARTIGNETTI COMPANIES,24531,Joseph Drouhin Cote de Beaun,3.0,51.3,17.1,25.99,750,6.0,155.94,155.94,0.66,144929.24,104.64,67.10273,2.0,3.03977
4425,MARTIGNETTI COMPANIES,24531,Joseph Drouhin Cote de Beaun,3.0,51.3,17.1,25.99,750,3.0,77.97,51.98,0.33,144929.24,26.67,34.20546,1.0,1.51988
4425,MARTIGNETTI COMPANIES,24531,Joseph Drouhin Cote de Beaun,3.0,51.3,17.1,25.99,750,18.0,467.82,285.89,2.0,144929.24,416.52,89.03424,6.0,9.1193
4425,MARTIGNETTI COMPANIES,24531,Joseph Drouhin Cote de Beaun,3.0,51.3,17.1,25.99,750,9.0,233.91,155.94,0.99,144929.24,182.61,78.06849,3.0,4.55965
4425,MARTIGNETTI COMPANIES,24531,Joseph Drouhin Cote de Beaun,3.0,51.3,17.1,25.99,750,8.0,207.92,155.94,0.88,144929.24,156.62,75.32705,2.66667,4.05302
4425,MARTIGNETTI COMPANIES,24531,Joseph Drouhin Cote de Beaun,3.0,51.3,17.1,25.99,750,12.0,311.88,233.91,1.32,144929.24,260.58,83.55137,4.0,6.07953
4425,MARTIGNETTI COMPANIES,24531,Joseph Drouhin Cote de Beaun,3.0,51.3,17.1,25.99,750,6.0,155.94,77.97,0.66,144929.24,104.64,67.10273,2.0,3.03977
4425,MARTIGNETTI COMPANIES,24531,Joseph Drouhin Cote de Beaun,3.0,51.3,17.1,25.99,750,6.0,155.94,155.94,0.66,144929.24,104.64,67.10273,2.0,3.03977
4425,MARTIGNETTI COMPANIES,35266,Vieux Telegraphe Pigeoulet,45.0,607.95,13.51,19.99,750,39.0,779.61,199.9,4.37,144929.24,171.66,22.0187,0.86667,1.28236
4425,MARTIGNETTI COMPANIES,35266,Vieux Telegraphe Pigeoulet,45.0,607.95,13.51,19.99,750,41.0,819.59,239.88,4.59,144929.24,211.64,25.82267,0.91111,1.34812
4425,MARTIGNETTI COMPANIES,42256,Duboeuf Bjls Rd,23.0,80.04,3.48,9.49,187,26.0,137.54,21.16,0.73,144929.24,57.5,41.80602,1.13043,1.71839
4425,MARTIGNETTI COMPANIES,42256,Duboeuf Bjls Rd,23.0,80.04,3.48,9.49,187,18.0,95.22,15.87,0.51,144929.24,15.18,15.94203,0.78261,1.18966
9165,ULTRA BEVERAGE COMPANY LLP,20428,Fattoria Poggio Red 10,6.0,213.12,35.52,53.99,750,8.0,431.92,161.97,0.89,68054.7,218.8,50.65753,1.33333,2.02665
9165,ULTRA BEVERAGE COMPANY LLP,20428,Fattoria Poggio Red 10,6.0,213.12,35.52,53.99,750,4.0,215.96,161.97,0.44,68054.7,2.84,1.31506,0.66667,1.01333
